customer_id,name,email,loyalty_tier,region
17e430ac-05d6-49ed-bf90-775bd8d2b5f7,Tiffany Mason,invalid_email,Silver,Port Adrianside
a6c2c3c0-79dc-46d9-a88a-9707cfa2a0eb,James Koch,invalid_email,Gold,Rogerfurt
ac454be5-3dab-4d20-9cac-0f7e103fd858,David Lowery,moralawrence@example.com,Silver,Richardborough
9470945b-4267-4a2f-b164-6595e0cd836b,Michelle Lowe,invalid_email,Bronze,Estradaland
90433831-f445-49d8-a300-afa4670b2a39,Alan Molina,invalid_email,Bronze,Marciabury
09428675-56bd-4737-add3-8e936c014ff6,Ricky Green,invalid_email,,South Amy
17a0150f-7f7d-4d12-a61f-0be81d2903bf,Melissa Jensen,kimberlymcfarland@example.org,Silver,North Diana
8d67708d-9076-4555-8b22-0dc22c2dc849,Shawn Johnson,invalid_email,Gold,East Mariaview
2884a7b2-e087-4aa0-b921-7f928252a969,Amber Valenzuela,invalid_email,,Travisbury
90780365-0706-4e5a-823e-f8e51c1e4964,Susan Sanchez,btate@example.com,Gold,Lynnview
8db904b8-0257-42b6-bff3-6117bf13ad7e,Jamie Jones,sgarcia@example.com,Silver,East Christina
405b52d7-44bf-4fe9-88c4-45f2625d5bf3,Victoria Gregory DDS,invalid_email,Silver,Sanchezmouth
6666cde3-2571-43f1-8b63-dc478164dadc,Nicholas Robertson,invalid_email,Gold,Torresport
fecd03c3-572a-45c5-9814-f33c286f8b02,Tammy Powell,invalid_email,Bronze,New Andrewmouth
fb2e42d8-a688-4055-a559-d9e205d9fe1c,Katie Davis,rbrooks@example.net,Gold,North Calebville
02a5a9ac-1d93-43d4-9284-3ac46b375f61,Thomas Mack,invalid_email,,Scottport
1a41c019-b0e5-419b-8e9f-afef52de01c7,Alisha Gregory,newtoncynthia@example.org,Silver,Elizabethside
66d677dc-faa0-4e0d-ac2d-e779f18c718b,Ashley Baldwin,wharvey@example.org,,Scottmouth
f78e17b0-0909-4a4d-b35f-0b4cbc65da96,Chad Williams,bradyscott@example.org,,Kimport
d148cb08-8b68-415a-a006-dc96ef270e41,Tiffany Dillon,invalid_email,Bronze,East Alicia
ebe6aa6d-3955-4b1b-9ddc-73ee95bd61f6,Shelby Holland,invalid_email,Bronze,Beasleyside
a070c534-9462-42bd-a124-867678210ef3,Melissa Jackson,invalid_email,Gold,East Jenny
ddfa98c4-855e-428f-bde7-a9b188163e83,Joshua Brown,invalid_email,Gold,Bakerview
15ea8c3d-83db-45e9-9997-5c116eec7ead,Deborah Chavez,jamesgill@example.com,Bronze,Berryfort
ef1dcdd5-96ae-44cc-b297-95fb2f6979eb,Brittany Spence,invalid_email,Gold,Hammondberg
2509758d-5118-46b6-b77c-b23aed47b6af,Marc Spencer,karl48@example.net,Gold,West Jeremy
316f4a92-8984-4909-8366-422ce6acead5,Jonathan Potter,invalid_email,,Lake Valerie
e83033e6-ef1e-4bac-9c55-e4b7221d4164,Patricia Brown,invalid_email,Gold,Hughesburgh
b3deb281-7f68-47ae-a6d1-8145e9b00ee8,William Gonzalez,humphreytara@example.net,,Allenport
7f1a5344-1e45-416e-8129-e2a076f632c1,Alyssa Mcdaniel,invalid_email,,South Robertshire
b6f1616b-b8ed-45a7-8462-293555565ee2,Stacey Foster,invalid_email,Silver,Angelabury
96545d61-265a-42b8-b3d3-0786db770fc7,Nicole Lynn PhD,halljake@example.org,Silver,New David
597a7710-2110-4ac6-8cdf-50d180bfc8e0,Steven Thornton,deanna88@example.org,Gold,North Brookehaven
2b605178-5cec-4174-bf0c-9f843bda3e26,Richard Malone,usalazar@example.net,Bronze,West Alexander
18043a80-4fbe-4798-8f96-bce1d69c3e02,Kenneth Olson,invalid_email,Silver,New Jesse
b89f4af3-acdc-48db-b71c-4f58b1d5a846,Maria Graham DVM,melodyodonnell@example.org,Bronze,Bennettfort
f94d42c4-ccda-41c5-bf47-31ea6ff53239,David Sanders,invalid_email,Silver,East Johnville
74aec45b-28fd-4033-8ee4-dcf1f9da49f2,John Williams,welchdavid@example.com,Bronze,Billymouth
8fc8fc47-e6f3-4135-bc5f-1678c8877dc5,Ashley Martinez,williammaxwell@example.net,,Websterhaven
e7a222e9-bf20-48cc-b7e7-ed576180637f,Michael Evans,invalid_email,Bronze,Dawsonmouth
67d0e7f5-1742-4425-99e1-325916fc30a8,Heidi Bailey,yjohnson@example.com,,Phillipstad
bf75a048-7724-450c-aca9-47e01c0ddd3d,Scott Riley,vturner@example.com,Gold,West David
9846161a-5365-4c93-b200-fcb7055cadba,Mary Jones DDS,rodriguezjoan@example.com,Bronze,South Danielborough
41c7a960-be4c-45a7-a4bc-eae9225b2ecb,Greg Robinson,invalid_email,Silver,Phelpsbury
77ef2758-64e4-433c-8a90-b26114ad64e8,John Wong,shahkaren@example.net,Silver,Lake Cassandramouth
fd34a41e-534d-451a-ae1c-3b58716858b5,Carl Thompson,invalid_email,Bronze,South Sara
a781d7dc-9e8d-41bb-8460-82b08054227b,Daniel Jensen,lauren32@example.com,Silver,East Tara
60545f9b-561d-4745-8b59-5f10f352f9ae,Aaron Gordon,mcook@example.net,Silver,Stricklandhaven
768119b6-9fe0-4043-8d21-25cdb2f49b6b,Kristine Hernandez,invalid_email,Bronze,Garciaville
8739f214-da87-4434-9a18-9e5428b33a53,Billy Kennedy,invalid_email,Bronze,Molinahaven
1d941124-67f0-4d8f-8ce9-672e479775b1,Leah Taylor,troy32@example.net,Gold,East Melindaburgh
45cb9d73-ee27-424b-9d10-e266b7b6834d,Patrick Reynolds,invalid_email,Gold,Williamston
bb27b85b-7370-4865-bc73-968634b972fe,Crystal Mcdonald,matthewrodriguez@example.com,Silver,Burgessburgh
097b8be3-d037-4138-8d35-4dca84ab5dfe,James Anthony,invalid_email,Silver,Washingtonside
125eaf01-ee23-4d8f-a15d-e2a641388a39,Amber Bradley,jensenlisa@example.net,Gold,North Rebecca
03ab6254-f96c-467a-b6e1-ec0a400c8c2a,Peter Torres,sierra67@example.com,Bronze,Montgomerytown
365312fe-6f0c-4518-a908-a99e29fc5348,Jill Gonzales,brittanycooper@example.org,Silver,Raymondborough
a43295be-ec40-406c-baea-768c53b76db4,Connie Garcia,fernando92@example.net,Bronze,Caitlinhaven
78c908fd-0807-4c9f-9850-929aa2ed30ba,Elizabeth Cooke,rebeccajohnson@example.org,Bronze,East Danielleville
db2a29cf-9f67-4626-8dff-56d2672ca06f,Joshua Hall,codythomas@example.org,Silver,Stevensland
176ee238-90d7-4f46-a817-d0e23ffc57b9,Tamara Bowen,elliottwanda@example.net,,New Larry
e240e867-dda8-4d9d-97bb-9812495f4971,Lori Hurley,bellclifford@example.org,Silver,Larsenshire
9ba9e0d0-9bd7-4067-b701-0ba2279243c9,Michael Smith,invalid_email,Silver,Penaville
9a05bcc3-f8ec-4ca5-8a98-9f9284855472,Alexandria Porter,invalid_email,Bronze,New Matthewstad
f7204e8e-f109-455f-ad8c-1adf0686e98c,Jennifer Hutchinson,invalid_email,Bronze,Allenbury
7967501c-0670-4a45-b75b-af030c0350df,Samuel Fox,kristen85@example.com,Gold,Nealhaven
da7f9408-fd4c-48ca-9867-8653edd5dcd9,Charles Sweeney,maciasjames@example.org,Silver,North Brittanyland
673a1b43-7c4f-4537-9157-504376607cef,Lisa Gutierrez,invalid_email,,Hallport
d8b94f11-5ad3-4b0a-913f-20bc2e8477af,Michael Robles,tmoore@example.com,,West Pamelaberg
6a83b8e4-6c76-4708-98aa-fc059bdfc166,James Kramer,invalid_email,Silver,Jenniferhaven
cfd8d665-16bf-4c92-951f-05b50a2054ae,Scott Fletcher,invalid_email,Gold,North Lindseyhaven
2e815f85-a517-4270-aafe-0106cab1db6b,Tommy Johnson,invalid_email,,Lake Patrick
ba17f26c-a66d-4c68-bfe8-f3455e2a7e64,Alyssa Lee,invalid_email,Gold,East Haroldberg
401c653a-df5a-4e40-ab6c-9b9f9f2ec702,Jonathan Meyer,adamsmatthew@example.net,,New Carlosburgh
90ce2d4d-5e7d-4afa-a452-8bdb51a581dc,Dale Hoffman,invalid_email,Gold,Port William
135eae61-5172-4c67-b99d-4bb41a699feb,Thomas Harris,mary13@example.com,,Port Jacob
72428efc-8ba1-4697-90b3-a3a59dff9086,Christopher Kramer,lhall@example.com,Gold,Angelastad
d3a880dc-c458-47fc-9f87-49fad0f5073e,Ronald Torres,qalexander@example.com,Silver,Port Anthony
08d23da3-35b4-42c6-9519-791b6c5d250e,Christopher Moore,nathanmeyer@example.net,,Francesburgh
60e1569c-e89e-452a-8a07-cbe3959d0610,Jeremy Berry,elizabethyoung@example.org,Bronze,Port Elizabethton
643d16bd-04a8-4909-8619-f982a0fec2ea,Leslie Griffin,invalid_email,Silver,Summersville
275a90ea-08f0-42d6-9ae3-f19d82d57dc5,Chloe Alvarez,dgonzales@example.org,,Port David
319b216a-088d-46e5-a115-3a9e694c9952,Lauren Escobar,bassjoshua@example.org,Silver,West Jody
426bd415-10b7-4d3f-8a7f-75c1ea09c44f,Cheryl Craig,invalid_email,Silver,Lake Christina
9128f52f-8023-4bcc-b1b7-f069a76a2592,Sabrina Crawford,diazdiana@example.com,Gold,Lake Carolyn
1af31bda-4edb-49b9-91cc-946003331da5,John Grant,invalid_email,,Boothmouth
ad3615b5-4967-48a8-8e3e-8105a492f820,Steven Cooper,sharon58@example.org,,Lake Tammy
f2cfed56-4a71-4867-ae38-6d33db28aed5,Jennifer Barajas,osbornekimberly@example.com,,Port Alexander
d507066c-b706-415f-953e-0590585437fd,Diane Grant,lhumphrey@example.org,,Davisland
a49de5b0-91c0-4882-a618-8854cf69df8f,Amber Robertson,james24@example.com,Silver,Fisherbury
a0a9f16f-10c1-4667-961f-2210ef209208,Pamela Garrett,invalid_email,Gold,Theodoreshire
3c9d0e48-1384-400d-9cde-5dbcd564da03,Donna Johnson,invalid_email,,Cynthiaton
30f3360a-a233-45c8-a2b1-8227cb7e1c6b,Lisa Little,invalid_email,Silver,Youngtown
f489b71f-5c81-4a0f-89ae-8adbc3bc3b9a,Sarah Hopkins,charlotte74@example.net,Gold,Patrickbury
0278d092-3300-4915-b876-49cba1483039,Christopher Lucas,josephhiggins@example.com,Silver,Rosarioshire
ff4dbf21-cbe2-41fd-b586-46fa34810d7b,Andrew Rodriguez,michael79@example.net,Gold,Cranehaven
b3fda1a4-d109-436f-8fb9-6613d82929d9,Veronica Brooks,invalid_email,Silver,Joshuaview
3ba32ee9-7785-4cbc-8c44-d504c2de4c31,Gail Bell,kristinferguson@example.org,Silver,Port Williamhaven
1e4c5690-ed9f-4b70-a8ed-d16bdc16f75c,Mike Morgan,robin36@example.com,Silver,Cherylstad
ecbd1581-5f8e-4004-b8ad-1eb8e6640205,Michael Marks,joseph57@example.com,Silver,South Ashley
061c618e-30bb-415f-b7bb-4d0bce319f6f,Rachel Hutchinson,angela30@example.net,Silver,Port Rodneyport
00b0087d-79aa-4ce8-bc5b-ac8e05e23aaf,Michelle Williams,invalid_email,Silver,Melissatown
d744a140-8bd9-4446-a9f1-9e3349e7f915,Charles Herrera,schwartzmelissa@example.org,Silver,Wilsonfort
73690674-17f9-4899-8e86-3fc5b6c6e928,Calvin Frank,invalid_email,Bronze,Chasebury
484a03d1-7cd2-439a-a41a-6ecdddcad0a3,Travis Olson,invalid_email,Silver,South Robert
390f5c10-f80f-4df4-b5a6-3a5156c3cf49,Christian Knight,invalid_email,Bronze,Gonzalezville
c31719fa-a784-4943-9345-096edf33859c,Katherine Mcknight,invalid_email,Bronze,West Amy
b3edd6ff-db72-4c18-847e-4dd204d66f86,Jonathon Sherman,erin19@example.org,Gold,Rubenberg
c9af287d-b91c-4f4d-be68-c459b1d86382,Melissa Wagner,invalid_email,Bronze,Lisamouth
0a0233b4-eab3-47ea-9b2b-fd260bce746e,Faith Villa,novakheather@example.com,Gold,West Anthony
f31fe17a-8960-4303-8ca9-92e271385d7e,Paul Dixon,invalid_email,Silver,Teresabury
d881c7ae-0a67-4177-854b-5a87acf10449,Amy Jackson,yhubbard@example.net,Silver,Port Mark
59224093-6276-446f-8aac-5551921ac1cc,Christian Greene,invalid_email,Gold,New Juanmouth
37c7c8ec-c7cf-4418-9dab-fa19bb131b87,Sheryl Cain,invalid_email,,Port Thomasmouth
df95c04f-1e21-4eb9-93bb-b64233ec5e38,Nathan Hughes,mcastillo@example.net,Silver,Williamburgh
caf2bcf6-bbef-456d-9196-c8e88fd4c37c,Alyssa Martinez,keith95@example.net,Gold,Madisonfurt
ba830360-6502-483c-be24-303f3e038eb3,Nicholas Stewart,paulturner@example.net,Gold,Frankton
77f6b015-45ce-45a6-a572-1461acf3cb3f,Jasmine Hammond,invalid_email,Silver,Joneshaven
c2367f8d-1e9a-413e-a967-2cc474ffdbed,David Clark,jennifer72@example.net,Silver,West Isaiah
a9f08684-a31d-4a16-bd77-270cf5b8ccbb,Jeffrey Kelly,invalid_email,Gold,Lake Tiffany
03109861-f86b-4895-b397-53ad0d4a9029,Susan Owens,stacie67@example.org,Gold,North Jessica
ecbbbc8a-8548-4765-a530-0b76483a43a6,Jason Anderson,ashleywright@example.org,Gold,Thompsontown
1680ab06-2df3-4b57-935e-3fcfba2ae455,Kathryn Bryan,lisa24@example.com,Silver,East William
5a12f405-c0eb-475b-be49-8728b766fe17,James Rivers,invalid_email,Gold,Marissaport
024ee25f-ca0a-44d3-8e5c-69a29fa5e3c5,Michael Mann,drakebrian@example.com,Bronze,Rebeccatown
165cbcb4-2ce0-4545-9ea4-0c6a96606100,Mr. Corey Woodward,invalid_email,Silver,Mendeztown
d2b0c777-f65b-4abf-8ec3-fb33204d0a89,Christopher Barber,gravesbrian@example.com,Gold,Katherineport
bb345c06-05bc-4460-ad06-a2c1816b87cc,Veronica Wheeler,invalid_email,,Thomasfort
c5f87f88-499a-4430-a61b-87f2f72dc553,Samuel Olson,invalid_email,Gold,North Kimberly
4cf63f24-3e20-4d67-8752-0b8bb23104b5,Brady Brooks,ghall@example.org,Silver,Port Jennifer
b707d1c1-e7a6-4de0-9aaa-5a89001bfd8f,Michael Smith,invalid_email,,Larsonbury
15b9afdb-efcd-4fa5-80b4-47f28e0dc1f1,Fernando White,justinbrock@example.org,Silver,Peterside
81247a1c-ea16-49ca-8296-a9f535ed0b8e,Tiffany Castaneda,martha91@example.com,Silver,North Richard
08fae319-7650-473d-ba9e-a459bee4325b,William Ross,zsmith@example.org,Bronze,West Mary
9c65cd40-fa70-4610-970a-28a94f89dfb0,Victor Cook,invalid_email,Bronze,New Kaitlinfurt
68d64ce6-8329-4c82-8f6f-8f88f999e028,Ashley Brown,invalid_email,Bronze,Port Ashleyhaven
d3330248-ba5b-4e08-8878-7dfd9169f553,Krystal George,invalid_email,Gold,New Elizabethfurt
d173f067-9e67-4c3c-89e8-693fbe713381,Kenneth Spencer,invalid_email,,Frankmouth
8f639349-dbbb-4325-b0c0-213f0bbf1625,Miranda Jacobs,invalid_email,Gold,New Johntown
3de61709-bcd5-4848-ba8a-2115fb8e32b2,Bryan Collins,invalid_email,Gold,East Robertport
6df1838a-f628-45cc-b8b5-e57a1ed03cc7,Nancy Lowe,hesskimberly@example.net,Bronze,East Yesenialand
76a24603-f398-42b9-ab6f-f003e0303fb2,Rebecca Baldwin,invalid_email,Silver,South Benjaminburgh
e1c5db6d-a028-4ea7-9c6c-9aa5b31a7f2e,Ryan Franklin,invalid_email,,South Kellyside
fd7719f8-790d-47d4-8a62-d3435518eae8,Anne Scott,invalid_email,Bronze,Jonesburgh
86dc7d79-64e1-4175-96ca-c4fb12303caa,Derek Graves,invalid_email,Silver,Lake Allison
e99c4405-4e6c-46e2-b89a-5409e2379df3,David Bryant,mercermatthew@example.net,,North Seth
38bef57c-86fe-428e-90b4-29efa316d109,Crystal Lucas,ericboone@example.org,Silver,Port Teresa
47a09c11-da36-49c4-9a04-f88f32d72507,Rodney Martinez,invalid_email,Silver,West Julie
e426afc8-a129-4530-99d4-48c56cb2a6f5,Barbara Clarke,invalid_email,Gold,New Erik
07cf500f-d780-477b-ac9a-f9a342d75636,Sarah Sawyer,kmartinez@example.org,Bronze,North Jasonberg
29fa1746-7a9d-43db-9d24-9d1e42159006,Gary Olson,brownrobert@example.org,Gold,North Alan
ebe41166-74ec-42e9-990c-e34d339e4b3f,Paula Campbell,invalid_email,,Patricktown
5c8a5454-8b02-425a-b8a3-b3cbc24c9f33,Larry Robinson,samuel48@example.net,Gold,North Shellyville
3975e590-85fe-40bf-ac4d-12ce4b5222db,Shelley Sloan,beckeralexander@example.com,Silver,West Gabrielle
f4760b2a-c644-4b86-961d-979a86366d05,Anne Hopkins,invalid_email,,New Paulfort
1d0c667c-8b08-46dd-b3fb-3b97a5b2b37c,Shannon Pittman,invalid_email,,South Richard
8e03b240-9376-4e8c-8936-7bc7be995eff,Helen Reyes,janegarcia@example.com,Gold,South Paulatown
4100c60b-e99b-4215-8329-f7caf0b5cbba,Bryan Gonzales,ramirezjonathon@example.com,Gold,Anthonyburgh
77ee68d0-ee7a-4753-b87d-5e29cb650def,Lisa Fernandez,invalid_email,Gold,East Michaelport
d4256db3-da34-4a57-8176-0ff37b5a371f,Mark Ward,invalid_email,Bronze,Amyfurt
52d942a3-5f09-4ece-8dd9-115f2e5e0bab,Brittney Thompson,millernicole@example.net,Silver,Shellyberg
5762fe9b-4142-47ca-a648-60296c65b71e,Nancy Stewart,invalid_email,Gold,New Justin
12f7e705-ec0b-48dd-b55d-7a478f6428aa,Amanda Cox,ahughes@example.net,Gold,Wagnerbury
719663c9-31f7-449a-9ada-e3c7ef0929e5,Lori Andrews,invalid_email,Silver,West Caseyview
7f2bf819-b61c-44eb-848a-8647e5ae71c2,Timothy Charles,charlesturner@example.org,Bronze,Laurenstad
2333a718-3457-4a2c-9f87-612a5139edef,Angel Mitchell,invalid_email,Gold,Schwartztown
5a1a19c0-4d81-4a89-add7-c2e8d04845a9,Jacob Stone,invalid_email,Silver,Foleyside
ddb2c2ae-08c1-4f28-8195-28fd5cf60157,Mandy Rodriguez,jake07@example.com,,Port Robertmouth
109d1b23-0a3e-4059-801a-52ff32346e5d,Alexander Ramirez,adrianfarmer@example.com,Gold,Michaelside
e5b8e858-ee00-4b75-ae50-f7bbc2184e34,Susan Robinson,timothy01@example.net,Gold,East Reginaldberg
38941a39-09f2-4b54-9cb8-d6f887dc725a,Thomas Mccoy MD,tlawson@example.net,Silver,Lake Kimberly
f5a34c43-28ec-47e0-a5d2-ce0d168c07e4,Courtney Watson,invalid_email,Bronze,Melissaborough
8fb0122f-a8bb-4d35-836a-d6de5057a3b6,Cynthia Gray,invalid_email,Silver,New Jason
0243f245-2eae-458a-8ddb-107e20f3a05f,Eddie Pace,invalid_email,Silver,Port Brian
76af4159-ce0c-4a42-b3e5-a71894d4ab3c,James Blair,gregorypeterson@example.net,Bronze,Frankshire
9b7356ed-4b7b-4dba-a642-2ad52a8b07b0,James Williams,sandra36@example.com,Gold,New Anneland
0366f0b5-b646-427c-a1f3-347f15c21423,Joshua Johnson,invalid_email,Silver,Roberthaven
4f22d579-0085-4fd1-821e-08ca3ad16846,Daniel Coleman,edixon@example.org,Gold,South Ryan
a5a98078-a93a-46f6-8665-cb239ebc12e2,John Mckinney,wrightshannon@example.net,Bronze,Smithchester
39dfea5b-6be3-4699-9935-d75b12f86e42,Mary Ellis,wolfjill@example.com,Silver,East Kim
b3d368de-49f2-4829-b6ae-8d22c602809c,Tyler Hoffman,invalid_email,Silver,Port Christina
6c9f7e60-07ce-417c-9e8a-e3ca20cbed48,Gregory Brown,invalid_email,Gold,West Carol
72678e58-5f25-49eb-8ef9-9456798e6cc1,Paul Ashley,invalid_email,Gold,West Douglasview
79e245c1-4ddb-441e-aa7d-b6aa3eb387b0,Laura Collins,invalid_email,,Timothychester
87ffbd7e-b63b-44c3-b98f-a25be141f28b,Laura Haas,kperez@example.org,,Lake Jesse
0241ecc2-468f-4ac7-bafd-824a5ec0fd3e,Jacob Blevins,invalid_email,,West Andrea
2751d9c3-44be-459a-9ef3-dc45b423a044,Virginia Brennan,invalid_email,Gold,Jacobbury
938b0a07-e3b2-42de-8eb8-d123f3568031,Gina Duffy,psmith@example.org,,New Sarahtown
1f6bd8d1-782c-423f-a559-d14f0c85644c,April Dorsey,tsmith@example.net,Bronze,Lake Aaron
f5d947ef-9770-4c85-b9c1-4b9e903971ee,Andrew Shaw,invalid_email,Bronze,North Pamelastad
60ab7002-187b-4c63-b849-46ef43a48d2f,Elizabeth Obrien,invalid_email,Bronze,Johnsonville
0d01395b-6a6d-45fe-b0a1-65f87e364783,Thomas Richards,xmartinez@example.net,Bronze,South Tracy
1623362b-39da-4132-a9db-2beddbcb9175,Jill Choi,jacob53@example.net,Bronze,Garciastad
9f3ce94e-9715-4836-947d-b578e03956cc,James Dickerson,xsoto@example.com,Gold,Debbiestad
32f40a8c-5ab3-4639-9ac2-c8fd90acdcfb,Lauren Tucker,invalid_email,Bronze,Staceytown
af529fdf-f8a8-46e5-b690-c0d9c0f8a579,Kevin Bell,invalid_email,,New Bradfurt
65158184-a063-42fc-b973-d18b7b9b64fd,Scott Flores,invalid_email,Silver,Ronaldburgh
fd743860-9109-4771-9b2b-3f4bb2dea914,Michael Henderson,torresjoshua@example.com,Bronze,East Jesusmouth
e210038c-ca9c-4d73-bbaa-b3e090b850d4,Mrs. Meagan Wilson MD,invalid_email,Gold,South Nancyfurt
b8501f92-3c2a-40b6-8ca4-83f1bf05d037,Megan Meyers,tabitha34@example.com,Bronze,Jamesshire
26f9fb2f-caec-488f-b523-5e6e9163e3b5,Tammy Green,invalid_email,Gold,Port Alecstad
d62ed122-858b-45ff-9a04-5eb842fb05be,Jeremy Gay,caitlin77@example.com,Bronze,Angelaburgh
b2051011-07a0-468e-a83b-667f24058b4f,Justin Hobbs,graybruce@example.com,,East Kevin
c121edec-08d6-41b3-bebc-be70055b48f6,Sara Sanchez,smithmartin@example.net,Silver,Meyersburgh
6e320f8f-71f6-41ac-8a4e-244e87ebe8e5,Oscar Roberts,ashleyoliver@example.net,Gold,Hopkinsview
1be07c17-f2c8-41cd-a210-13e404243920,Jonathan Robinson,velezcheryl@example.com,Bronze,Port Lindashire
badd07db-8161-4380-9a64-0ee519b30259,Juan Snyder,invalid_email,Silver,Cindyborough
c2645028-4841-4996-835c-b014bd1c7183,Daniel Stanley,brittanymoore@example.com,,Kaylaville
